,,,,The information on this web site is provided free to individual collectors & collector clubs.,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
,,,,The commercial use of any of the information on this web site is strictly prohibited.,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
Quantity,Type ,Item No,Item/More,Description,Years,Coordinating Item(s),,,,Link to image for item,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
" ",Bldg.,"799999","Item","The Reindeer Stables, Dasher & Dancer","2008M-2011","804451","804452","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/799999.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
" ",Bldg.,"805542","Item","The Reindeer Stables, Prancer & Vixen","2008-2011","807236","807237","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/805542.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
" ",Bldg.,"805548","Item","The Reindeer Stables, Comet & Cupid","2010-2012","811777","811178","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/805548.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
" ",Bldg.,"809360","Item","The Reindeer Stables, Donder & Blitzen","2011-2012","808928","808929","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/809360.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
" ",Bldg.,"4025278","Item","The Reindeer Stables, Rudolph","2012-2014","4025287","4025288","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/4025278.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
" ",Accy.,"804451","Item","Dasher","2008M-2011","799999","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/804451.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
" ",Accy.,"804452","Item","Dancer","2008M-2011","799999","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/804452.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
" ",Accy.,"807236","Item","Prancer","2008-2011","805542","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/807236.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
" ",Accy.,"807237","Item","Vixen","2008-2011","805542","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/807237.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
" ",Accy.,"811777","Item","Comet","2010-2012","805548","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/811777.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
" ",Accy.,"811178","Item","Cupid","2010-2012","805548","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/811178.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
" ",Accy.,"808928","Item","Donder","2011-2012","809360","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/808928.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
" ",Accy.,"808929","Item","Blitzen","2011-2012","809360","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/808929.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
" ",Accy.,"4025287","Item","She Said I'm Cute","2012-2020","4025278","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/4025287.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
" ",Accy.,"4025288","Item","I Think You're Cute","2012-2017","4025278","","","",=HYPERLINK("https://thevillagechronicler.com/ItemImages/4025288.jpg"),"",                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
